epoch,accuracy,loss,val_accuracy,val_loss
0,0.526627242565155,0.6908578872680664,0.6215334534645081,0.6837013363838196
1,0.5884513258934021,0.6773533821105957,0.6280587315559387,0.6703556776046753
2,0.6133441925048828,0.6617923378944397,0.6199021339416504,0.6601818799972534
3,0.6419098377227783,0.638198733329773,0.636215329170227,0.6400876045227051
4,0.6961844563484192,0.6019589900970459,0.6378466486930847,0.6443772912025452
5,0.7006733417510986,0.5877256393432617,0.7063621282577515,0.6013523936271667
6,0.7435217499732971,0.5408387780189514,0.7022838592529297,0.5731445550918579
7,0.7606610655784607,0.5116640329360962,0.725122332572937,0.5584357976913452
8,0.7767802476882935,0.4825819432735443,0.7210440635681152,0.5554614663124084
9,0.7820852994918823,0.4729750156402588,0.6924959421157837,0.6104424595832825
10,0.7700469493865967,0.4834623634815216,0.7601957321166992,0.4900425672531128
11,0.8135074377059937,0.4348313808441162,0.7911908626556396,0.4615477919578552
12,0.834319531917572,0.3881716728210449,0.7911908626556396,0.45794418454170227
13,0.8453376889228821,0.3600804805755615,0.8164763450622559,0.4034135639667511
14,0.8596205115318298,0.33935752511024475,0.8230016231536865,0.3989507555961609
15,0.8751275539398193,0.31516045331954956,0.8393148183822632,0.3661891222000122
16,0.8826770186424255,0.2917388677597046,0.8564437031745911,0.3350493907928467
17,0.8836972117424011,0.279500275850296,0.8164763450622559,0.43530377745628357
18,0.8808406591415405,0.28184667229652405,0.8670473098754883,0.318837970495224
19,0.910834550857544,0.22756057977676392,0.8662316203117371,0.33080926537513733
20,0.9177718758583069,0.20832766592502594,0.8303425908088684,0.42647528648376465
21,0.9147112965583801,0.21037426590919495,0.8556280732154846,0.36980968713760376
22,0.9132829904556274,0.21137307584285736,0.8123980164527893,0.47635674476623535
23,0.8983880877494812,0.24099954962730408,0.8507341146469116,0.34122830629348755
24,0.931034505367279,0.18600299954414368,0.8809135556221008,0.28389617800712585
25,0.930626392364502,0.1727798581123352,0.8858075141906738,0.28594347834587097
26,0.9540910124778748,0.12675420939922333,0.8882544636726379,0.27855822443962097
27,0.9518465399742126,0.12650369107723236,0.8776509165763855,0.3395231366157532
28,0.9587839245796204,0.11453969776630402,0.8858075141906738,0.29582127928733826
29,0.9567435383796692,0.11668172478675842,0.8923327922821045,0.30338430404663086
30,0.9510303735733032,0.12304140627384186,0.8890701532363892,0.3249260187149048
31,0.931034505367279,0.16765563189983368,0.7903752326965332,0.6037133932113647
32,0.8547235131263733,0.34659817814826965,0.8230016231536865,0.3822789490222931
33,0.8975719213485718,0.23473353683948517,0.8588907122612,0.3513399064540863
34,0.9406243562698364,0.16478343307971954,0.8613376617431641,0.309661328792572
35,0.9530708193778992,0.1343897432088852,0.8915171027183533,0.2831994295120239
36,0.967149555683136,0.09870944917201996,0.8947798013687134,0.2773924767971039
37,0.9624566435813904,0.10043825209140778,0.8809135556221008,0.3276054859161377
38,0.9579677581787109,0.11110807210206985,0.8792822360992432,0.33274999260902405
39,0.9612324237823486,0.10817217081785202,0.8613376617431641,0.3816448450088501
40,0.9549071788787842,0.12142200022935867,0.8409461379051208,0.4621162414550781
41,0.9410324692726135,0.14924782514572144,0.8066884279251099,0.5891140103340149
42,0.9071618318557739,0.2184874713420868,0.8474714756011963,0.40239521861076355
43,0.9232809543609619,0.18829865753650665,0.8678629398345947,0.3445444703102112
44,0.9563354253768921,0.11917797476053238,0.8923327922821045,0.2684933841228485
