epoch,accuracy,loss,val_accuracy,val_loss
0,0.5029585957527161,0.7045232653617859,0.5660685300827026,0.6885411739349365
1,0.5294837951660156,0.6875320672988892,0.5783033967018127,0.6866410970687866
2,0.5453988909721375,0.6854123473167419,0.5815660953521729,0.6842741966247559
3,0.5635584592819214,0.6821848154067993,0.593800961971283,0.681633472442627
4,0.5902876853942871,0.6781634092330933,0.5970636010169983,0.6778966188430786
5,0.5982452630996704,0.6740360260009766,0.5995106101036072,0.6730417609214783
6,0.6198735237121582,0.6685802936553955,0.6190864443778992,0.6651712656021118
7,0.6366047859191895,0.6598045825958252,0.6541598439216614,0.6537896990776062
8,0.661293625831604,0.6468639373779297,0.700652539730072,0.6411696672439575
9,0.6725158095359802,0.6365484595298767,0.7194127440452576,0.6304260492324829
10,0.6916955709457397,0.6239870190620422,0.7243067026138306,0.6232937574386597
11,0.7021015882492065,0.6184351444244385,0.7389885783195496,0.6177971363067627
12,0.7172005772590637,0.6105250120162964,0.7446982264518738,0.6141084432601929
13,0.728830873966217,0.6014413237571716,0.7487764954566956,0.6119282841682434
14,0.7349520325660706,0.5926814079284668,0.7528548240661621,0.6102302670478821
15,0.7429096102714539,0.5896567702293396,0.7553017735481262,0.6084148287773132
16,0.7508671879768372,0.5786435008049011,0.7585644125938416,0.6102677583694458
17,0.7465823292732239,0.5750942230224609,0.7569330930709839,0.6049404144287109
18,0.7478065490722656,0.575896680355072,0.7561174631118774,0.603209376335144
19,0.7533156275749207,0.571302592754364,0.7561174631118774,0.6023300290107727
20,0.7539277672767639,0.5706853866577148,0.7528548240661621,0.6006174683570862
21,0.7504590749740601,0.5690845847129822,0.7544861435890198,0.6019614338874817
22,0.7527035474777222,0.5639276504516602,0.7585644125938416,0.5963382124900818
23,0.7567843198776245,0.560459554195404,0.7610114216804504,0.594369113445282
24,0.758008599281311,0.5587459206581116,0.7642740607261658,0.5931642055511475
25,0.7576004862785339,0.5569470524787903,0.7642740607261658,0.5939530730247498
26,0.7596408724784851,0.5574824213981628,0.7585644125938416,0.5915120840072632
27,0.7569883465766907,0.5536957383155823,0.765089750289917,0.5854896306991577
28,0.7602530121803284,0.5531943440437317,0.765089750289917,0.5846996307373047
29,0.7571924328804016,0.5525246858596802,0.76998370885849,0.5812634229660034
30,0.7604570388793945,0.5501142144203186,0.7707993388175964,0.5809808373451233
31,0.7543358206748962,0.550211489200592,0.7789559364318848,0.5755516886711121
32,0.761273205280304,0.5441999435424805,0.7724306583404541,0.5729782581329346
33,0.7606610655784607,0.5445247292518616,0.7724306583404541,0.5722047686576843
34,0.7655580639839172,0.539668083190918,0.7740619778633118,0.5681543350219727
35,0.7661701440811157,0.5418849587440491,0.7773246169090271,0.5656293630599976
36,0.7655580639839172,0.5432606935501099,0.7724306583404541,0.5664182901382446
37,0.7606610655784607,0.53657466173172,0.774877667427063,0.5596636533737183
38,0.7708631157875061,0.5319361686706543,0.7732463479042053,0.5567082166671753
39,0.7596408724784851,0.5311073064804077,0.779771625995636,0.5549288988113403
40,0.764945924282074,0.534078061580658,0.76998370885849,0.5519614815711975
41,0.7698428630828857,0.5283300876617432,0.7732463479042053,0.5511109232902527
42,0.7661701440811157,0.5286516547203064,0.774877667427063,0.5499494671821594
43,0.7678024768829346,0.5266493558883667,0.7765089869499207,0.5460512042045593
44,0.766782283782959,0.5258339047431946,0.779771625995636,0.5419379472732544
45,0.7653540372848511,0.5215373039245605,0.779771625995636,0.5444799065589905
46,0.7645378708839417,0.5216662287712097,0.7626427412033081,0.553446888923645
47,0.7653540372848511,0.5178208947181702,0.7528548240661621,0.5564461946487427
48,0.770455002784729,0.5193603038787842,0.7691680192947388,0.5493441820144653
49,0.7643337845802307,0.519321858882904,0.7805872559547424,0.5363127589225769
