epoch,accuracy,loss,val_accuracy,val_loss
0,0.5031626224517822,0.7015565633773804,0.5,0.6941612362861633
1,0.5509079694747925,0.6849216818809509,0.5269168019294739,0.6845893859863281
2,0.5692715644836426,0.6784166097640991,0.593800961971283,0.6782765984535217
3,0.6123239994049072,0.6674381494522095,0.6101142168045044,0.6713747978210449
4,0.6241583228111267,0.656971275806427,0.6174551248550415,0.6657014489173889
5,0.6429300308227539,0.6413506269454956,0.6247960925102234,0.6555343270301819
6,0.6651703715324402,0.622632622718811,0.626427412033081,0.6458125114440918
7,0.6851662993431091,0.6039416193962097,0.6541598439216614,0.6363708972930908
8,0.7035298943519592,0.5848549604415894,0.6884176135063171,0.6194257736206055
9,0.7380126714706421,0.5587261319160461,0.6704730987548828,0.6277093291282654
10,0.7325035929679871,0.5527855157852173,0.720228374004364,0.5927572250366211
11,0.7614772319793701,0.5254295468330383,0.7243067026138306,0.5818194150924683
12,0.7731075286865234,0.5081645250320435,0.720228374004364,0.5829360485076904
13,0.775964081287384,0.4965996742248535,0.734910249710083,0.5569390058517456
14,0.7998367547988892,0.4681793749332428,0.7512235045433044,0.5404160618782043
15,0.8047337532043457,0.45739510655403137,0.7553017735481262,0.5371161699295044
16,0.7906549572944641,0.4674951732158661,0.6827079653739929,0.628790557384491
17,0.7716792225837708,0.4821767508983612,0.7740619778633118,0.4992910623550415
18,0.8167721033096313,0.43199947476387024,0.7569330930709839,0.5111773014068604
19,0.826974093914032,0.4129709303379059,0.7854812145233154,0.4806479811668396
20,0.8406447768211365,0.39477062225341797,0.799347460269928,0.46764102578163147
21,0.8449296355247498,0.37855854630470276,0.7781403064727783,0.5027689933776855
22,0.8279942870140076,0.3968171775341034,0.804241418838501,0.4473055601119995
23,0.8353397250175476,0.37858864665031433,0.794453501701355,0.46296823024749756
24,0.8677820563316345,0.3432813584804535,0.8026100993156433,0.43754610419273376
25,0.8696184158325195,0.3281971216201782,0.8099510669708252,0.4409574866294861
26,0.8808406591415405,0.30818986892700195,0.8254486322402954,0.4091043174266815
27,0.8932870626449585,0.28162604570388794,0.8303425908088684,0.4009948968887329
28,0.8200367093086243,0.41572287678718567,0.7903752326965332,0.48696351051330566
29,0.8226892352104187,0.39144760370254517,0.7936378717422485,0.4691931903362274
30,0.8516629338264465,0.3452061116695404,0.799347460269928,0.4384002387523651
31,0.8734952211380005,0.31744521856307983,0.8026100993156433,0.44258514046669006
32,0.8879820704460144,0.29824861884117126,0.8148450255393982,0.430716335773468
33,0.8930830359458923,0.28173068165779114,0.8205546736717224,0.4180571734905243
34,0.8998163342475891,0.2677476108074188,0.8327895402908325,0.39717942476272583
35,0.9063456654548645,0.25271275639533997,0.8368678689002991,0.38515427708625793
36,0.9092022180557251,0.23981590569019318,0.8450244665145874,0.3803529143333435
37,0.9138951301574707,0.23078851401805878,0.8466557860374451,0.3770767152309418
38,0.9171597361564636,0.2213871031999588,0.8466557860374451,0.3739491403102875
39,0.9212405681610107,0.21425195038318634,0.8515497446060181,0.37195125222206116
40,0.9243011474609375,0.20817643404006958,0.8458401560783386,0.3776654601097107
41,0.9222607612609863,0.2045111358165741,0.8115823864936829,0.47756919264793396
42,0.8679861426353455,0.31430312991142273,0.8148450255393982,0.46641772985458374
43,0.883493185043335,0.27743661403656006,0.8156606554985046,0.438035786151886
44,0.8936951756477356,0.2554272711277008,0.8099510669708252,0.4556867778301239
45,0.9063456654548645,0.231759175658226,0.8409461379051208,0.37818801403045654
46,0.9261375069618225,0.2023865431547165,0.8319739103317261,0.3938855528831482
47,0.9285860061645508,0.1905522495508194,0.8474714756011963,0.3756103217601776
48,0.9320546984672546,0.18259939551353455,0.8523654341697693,0.37269556522369385
49,0.9347072243690491,0.17004944384098053,0.8556280732154846,0.3707912862300873
