epoch,accuracy,loss,val_accuracy,val_loss
0,0.6029510498046875,0.6551591753959656,0.6635388731956482,0.6122910976409912
1,0.7315559983253479,0.5411418080329895,0.7486594915390015,0.5089502334594727
2,0.7862173318862915,0.4455512762069702,0.7942359447479248,0.4580861032009125
3,0.820087194442749,0.3917332887649536,0.8036193251609802,0.4320991635322571
4,0.851274311542511,0.3442871570587158,0.8357908725738525,0.3697502911090851
5,0.8677062392234802,0.3120163679122925,0.8592493534088135,0.3145672082901001
6,0.8807846903800964,0.2848641574382782,0.872654139995575,0.29123789072036743
7,0.8740777969360352,0.28969138860702515,0.8083109855651855,0.442921906709671
8,0.8856472373008728,0.2750479578971863,0.8505361676216125,0.3546121418476105
9,0.9010730981826782,0.24204924702644348,0.8706434369087219,0.2997520864009857
10,0.9032528400421143,0.24009402096271515,0.8833780288696289,0.2777603268623352
11,0.9113011360168457,0.22460894286632538,0.8907506465911865,0.2607329487800598
12,0.9211938381195068,0.19659847021102905,0.9001340270042419,0.2538035809993744
13,0.9279007315635681,0.17786750197410583,0.9021447896957397,0.24118375778198242
14,0.9391348361968994,0.1624089479446411,0.9101876616477966,0.23643632233142853
15,0.9404761791229248,0.15844076871871948,0.8800268173217773,0.28425952792167664
16,0.9215291738510132,0.19798220694065094,0.8894101977348328,0.26551535725593567
17,0.9367873668670654,0.1548805683851242,0.9095174074172974,0.23781459033489227
18,0.9334339499473572,0.16305853426456451,0.8585790991783142,0.3475801944732666
19,0.9500335454940796,0.13081984221935272,0.919571042060852,0.23280785977840424
20,0.9429912567138672,0.13948991894721985,0.8558981418609619,0.3793814778327942
21,0.9574111104011536,0.11645195633172989,0.8766756057739258,0.36203399300575256
22,0.9399731755256653,0.15163618326187134,0.9075067043304443,0.23157458007335663
23,0.9637826681137085,0.097972072660923,0.917560338973999,0.23419931530952454
24,0.9698188900947571,0.08584017306566238,0.9108579158782959,0.2823428809642792
25,0.9570757746696472,0.11010722070932388,0.9014745354652405,0.2943711280822754
26,0.9476861357688904,0.12674222886562347,0.8565683364868164,0.3770798444747925
27,0.9577465057373047,0.10643130540847778,0.9155495762825012,0.24026311933994293
