epoch,accuracy,loss,val_accuracy,val_loss
0,0.5439706444740295,0.6864135265350342,0.5725938081741333,0.6731089353561401
1,0.622934103012085,0.6515887975692749,0.554649293422699,0.690177321434021
2,0.6912875175476074,0.5989681482315063,0.7373572587966919,0.5570722818374634
3,0.7794327735900879,0.48724043369293213,0.7838498950004578,0.47589829564094543
4,0.836155891418457,0.37954413890838623,0.8270799517631531,0.4112679660320282
5,0.8698225021362305,0.32047727704048157,0.8482871055603027,0.3827087879180908
6,0.8794123530387878,0.2945373058319092,0.7928221821784973,0.49031946063041687
7,0.8747194409370422,0.2938084602355957,0.8752039074897766,0.32850760221481323
8,0.8947153687477112,0.25085046887397766,0.8776509165763855,0.32779738306999207
9,0.9071618318557739,0.22975881397724152,0.8752039074897766,0.32348036766052246
10,0.9212405681610107,0.20068396627902985,0.8776509165763855,0.3254547119140625
11,0.9316465854644775,0.17434018850326538,0.873572587966919,0.3480386435985565
12,0.9391961097717285,0.15766291320323944,0.8597063422203064,0.3726985454559326
13,0.9436849355697632,0.1499209851026535,0.8466557860374451,0.40241116285324097
14,0.9298102259635925,0.18366116285324097,0.7446982264518738,0.7295945882797241
15,0.905121386051178,0.2327343374490738,0.8800978660583496,0.3004145920276642
16,0.9587839245796204,0.11594437062740326,0.8727569580078125,0.36191853880882263
17,0.9573556184768677,0.12433938682079315,0.8882544636726379,0.32641375064849854
18,0.9642930030822754,0.1024438664317131,0.8825448751449585,0.36871591210365295
19,0.9640889763832092,0.09422416985034943,0.8760195970535278,0.411003977060318
20,0.9683737754821777,0.08777814358472824,0.8882544636726379,0.368827223777771
21,0.9610283374786377,0.09975390881299973,0.8621533513069153,0.4222116768360138
22,0.9728626608848572,0.07537251710891724,0.8050571084022522,0.7560797929763794
23,0.9628646969795227,0.1016533225774765,0.8825448751449585,0.35594263672828674
24,0.9710263013839722,0.07674096524715424,0.8898857831954956,0.34949690103530884
25,0.9730667471885681,0.06909799575805664,0.8866231441497803,0.36579185724258423
26,0.9606202840805054,0.09858814626932144,0.8890701532363892,0.43380558490753174
27,0.9412364959716797,0.1588129997253418,0.8572593927383423,0.3871789872646332
28,0.9640889763832092,0.09542633593082428,0.8776509165763855,0.3724350333213806
29,0.9777596592903137,0.06276349723339081,0.8662316203117371,0.38839471340179443
30,0.9779636859893799,0.06238548830151558,0.8605220317840576,0.4360787570476532
31,0.9783717393875122,0.06571001559495926,0.8556280732154846,0.4571637213230133
32,0.9775555729866028,0.06576418876647949,0.8711256384849548,0.42595842480659485
33,0.9759232997894287,0.06187186390161514,0.8792822360992432,0.46088075637817383
34,0.9695980548858643,0.07789065688848495,0.8417618274688721,0.6040339469909668
35,0.9589879512786865,0.10247110575437546,0.8890701532363892,0.354026198387146
36,0.990818202495575,0.030542949214577675,0.8760195970535278,0.4107818901538849
37,0.9918383955955505,0.026154978200793266,0.8760195970535278,0.42938217520713806
38,0.9973474740982056,0.013804664835333824,0.8882544636726379,0.4059317708015442
39,0.9938787817955017,0.02081964537501335,0.8597063422203064,0.5287057757377625
40,0.9946949481964111,0.018550453707575798,0.8646003007888794,0.553718626499176
